╢m┬эел░╧,ецйЎ╝╨к║,дgжa░╧мqжь╕mй╬л╪кл░╧к∙╡P,дgжa▓╛┬р┴`н▒┐nендшд╜д╪,│гелдgжaи╧е╬д└░╧,лD│гелдgжaи╧е╬д└░╧,лD│гелдgжaи╧е╬╜sйw,ецйЎж~дыдщ,ецйЎ╡з┤╔╝╞,▓╛┬р╝hж╕,┴`╝╙╝h╝╞,л╪кллм║A,еDнnе╬│~,еDнnл╪зў,л╪┐vз╣жиж~ды,л╪кл▓╛┬р┴`н▒┐nендшд╜д╪,л╪кл▓{кpоцз╜-й╨,л╪кл▓{кpоцз╜-╞U,л╪кл▓{кpоцз╜-╜├,л╪кл▓{кpоцз╜-╣j╢б,ж│╡L║▐▓z▓╒┬┤,┴`╗∙д╕,│ц╗∙иCендшд╜д╪,иожь├■зO,иожь▓╛┬р┴`н▒┐nендшд╜д╪,иожь┴`╗∙д╕,│╞╡∙,╜s╕╣
д║оH╢m,дgжa,дWкF╢╒мq571~600жa╕╣,5050.05,,пSйw╣A╖~░╧,╣Aкке╬жa,1060310,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,8632000,1709,,0.0,0,,RPVNMLSLLHMFFCT77CA
д║оH╢m,дgжa,дWкF╢╒мq331~360жa╕╣,1984.78,,пSйw╣A╖~░╧,╣Aкке╬жa,1060310,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,3284000,1655,,0.0,0,,RPWNMLSLLHMFFCT87CA
╝щж{┬э,й╨жa(дgжa+л╪кл),л╠кF┐д╝щж{┬эе·╡╪╕Ї44л╤1~30╕╣,53.49,жэ,,,1060313,дgжa1л╪кл1иожь0,е■,дG╝h,│zд╤нэ,жэ░╙е╬,е[▒j┐j│y,0660701,77.6,3,1,3,ж│,╡L,3900000,50258,,0.0,0,,RPXNMLTLLHMFFCT08CA
╖s░ё╢m,дgжa,╗ш╝цмq451~480жa╕╣,2898.0,,д@пы╣A╖~░╧,╣Aкке╬жa,1060310,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,3300000,1139,,0.0,0,,RPSNMLKKMHMFFCT66CA
╕Uдж╢m,й╨жa(дgжa+л╪кл),л╠кF┐д╕Uдж╢m╝sжw╕Ї99л╤1~30╕╣,96.1,,╢mз°░╧,дA║╪л╪┐vе╬жa,1060217,дgжa2л╪кл1иожь0,е■,дT╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одg│y,0810609,159.3,4,2,3,ж│,╡L,3070000,19272,,0.0,0,,RPVOMLNKMHMFFAT17CA
░к╛Ё╢m,й╨жa(дgжa+л╪кл),л╠кF┐д░к╛Ё╢mе├┐│л╤1~30╕╣,3430.0,,д@пы╣A╖~░╧,╣Aкке╬жa,1060303,дgжa1л╪кл1иожь0,д@╝h,д@╝h,╣Aк┘,╣Aк┘,игифеL╡n░Oи╞╢╡,1000218,165.35,4,2,2,ж│,╡L,9000000,,,0.0,0,,RPTNMLRLLHMFFBT37CA
и╜┤ф╢m,й╨жa(дgжa+л╪кл),л╠кF┐ди╜┤ф╢mдTйM╕Ї91~120╕╣,2382.05,,д@пы╣A╖~░╧,╣Aкке╬жa,1060313,дgжa1л╪кл1иожь0,д@╝hбA├M╝╙,д@╝h,╣Aк┘,╣Aк┘,е[▒j┐j│y,,186.16,3,1,1,ж│,╡L,7500000,,,0.0,0,,RPTNMLTLLHMFFBT57CA
fa72оH╢m,дgжa,дWме╢змq541~570жa╕╣,1137.04,,д@пы╣A╖~░╧,╣Aкке╬жa,1060313,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,3400000,2990,,0.0,0,,RPRNMLKMLHMFFBT56CA
░к╛Ё╢m,дgжa,╖sоїдsмq211~240жa╕╣,6595.46,,д@пы╣A╖~░╧,╣Aкке╬жa,1060301,дgжa3л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,13260000,2010,,0.0,0,,RPQNMLTLLHMFFBT27CA
к°кv╢m,дgжa,╝w║aмq421~450жa╕╣,2864.24,,д@пы╣A╖~░╧,╣Aкке╬жa,1060316,дgжa3л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,4419000,1543,,0.0,0,,RPQOMLMKMHMFFAT56CA
к°кv╢m,дgжa,╝w║aмq421~450жa╕╣,2685.47,,д@пы╣A╖~░╧,╣Aкке╬жa,1060303,дgжa3л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,4250000,1583,,0.0,0,,RPSOMLMKMHMFFAT76CA
дEжp╢m,дgжa,дE▓Mмq1771~1800жa╕╣,3866.0,,пSйw╣A╖~░╧,╣Aкке╬жa,1051026,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,7420766,1919,,0.0,0,,RPPOMLNKMHMFFAT56CA
л╠кF╔],й╨жa(дgжa+л╪кл),л╠кF┐дл╠кFел╝sкFлn╕Ї31~60╕╣,39.0,░╙,,,1060210,дgжa1л╪кл1иожь0,е■,дG╝h,│zд╤нэ,жэ░╙е╬,┐√╡м▓V╛одgе[▒j┐j│y,,72.0,1,2,2,ж│,╡L,3200000,44444,,0.0,0,,RPXOMLTKMHMFFAT97CA
╝щж{┬э,й╨жa(дgжa+л╪кл),л╠кF┐д╝щж{┬э╗ёз└╖sз°61~90╕╣,44.18,,д@пы╣A╖~░╧,е╥║╪л╪┐vе╬жa,1060315,дgжa1л╪кл1иожь0,е■,д@╝h,│zд╤нэ,жэоaе╬,иги╧е╬░ї╖╙,0450914,20.58,0,0,0,╡L,╡L,266000,12925,,0.0,0,,RPRNMLMKMHMFFCT76CA
╝щж{┬э,дgжa,┐│м№мq1321~1350жa╕╣,2617.0,,пSйw╣A╖~░╧,╣Aкке╬жa,1060315,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,6745000,2577,,0.0,0,,RPQOMLQJMHMFFCT07CA
╝щж{┬э,й╨жa(дgжa+л╪кл),л╠кF┐д╝щж{┬э╢}ен╕Ї91~120╕╣,135.51,жэ,,,1060301,дgжa1л╪кл1иожь0,е■,е|╝h,│zд╤нэ,жэоaе╬,игифеL╡n░Oи╞╢╡,1050913,241.57,5,2,4,ж│,╡L,10100000,41810,,0.0,0,,RPROMLQJMHMFFCT17CA
д║оH╢m,й╨жa(дgжa+л╪кл),л╠кF┐дд║оH╢m╣╪дё╕Ї241~270╕╣,6.93,,╢mз°░╧,дA║╪л╪┐vе╬жa,1060317,дgжa1л╪кл1иожь0,дT╝h,дн╝h,оMй╨(1й╨1╞U1╜├),иги╧е╬░ї╖╙,┐√╡м▓V╛одg│y,0920501,22.65,1,1,1,ж│,ж│,630000,27815,,0.0,0,,RPOOMLSLLHMFFCT17CA
╝щж{┬э,й╨жa(дgжa+л╪кл),л╠кF┐д╝щж{┬эддмw╕Ї121~150╕╣,105.87,жэ,,,1060222,дgжa1л╪кл1иожь0,е■,дT╝h,│zд╤нэ,игифеL╡n░Oи╞╢╡,игифеL╡n░Oи╞╢╡,1050408,211.83,5,2,5,ж│,╡L,13000000,61370,,0.0,0,,RPRNMLKMLHMFFCT66CA
л╠кF╔],дgжa,▓M╖╦мq2071~2100жa╕╣,695.6,,пSйw╣A╖~░╧,╣Aкке╬жa,1060225,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,2156360,3100,,0.0,0,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбC,RPPOMLSLLHMFFAT07CA
л╠кF╔],дgжa,лe╢iмq511~540жa╕╣,2238.0,ифеL,,,1060220,дgжa2л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,32500000,14522,,0.0,0,,RPRNMLTLLHMFFAT27CA
л╠кF╔],й╨жa(дgжa+л╪кл)+иожь,л╠кF┐дл╠кFелн}д╞╡є31~60╕╣,59.25,жэ,,,1060303,дgжa1л╪кл1иожь1,дQ╝h,дQдG╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1030505,177.18,3,2,1,ж│,ж│,4414247,24914,йY╣Dенн▒,0.0,0,1.и╠╖╙░ънx▓▓зя▒°и╥┐ь▓zбC2.иожьн▒┐n╡Lкkйюд└бC,RPQPMLKMLHMFFAT56CA
╕Uдж╢m,дgжa,│╗╖sмq541~570жa╕╣,644.27,,пSйw╣A╖~░╧,╣Aкке╬жa,1060308,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,3719000,5772,,0.0,0,,RPPNMLSJMHMFFAT86CA
╕Uдж╢m,й╨жa(дgжa+л╪кл)+иожь,л╠кF┐д╕Uдж╢mк└дf╕Ї225л╤1~30╕╣,46.65,,╢mз°░╧,дA║╪л╪┐vе╬жa,1060316,дgжa3л╪кл1иожь1,дн╝h,дн╝h,╡╪╖H(10╝hзtеHдUж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1051208,152.22,3,2,2,ж│,╡L,3800000,24964,д@╝╙енн▒,0.0,0,,RPSNMLLMLHMFFAT66CA
дEжp╢m,дgжa,┤f╣Aмq991~1020жa╕╣,59.26,,╢mз°░╧,дA║╪л╪┐vе╬жa,1060302,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,376449,6352,,0.0,0,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбC╡Lиpл┤,RPRNMLQJMHMFFAT86CA
дEжp╢m,дgжa,┤f╣Aмq991~1020жa╕╣,98.79,,╢mз°░╧,дA║╪л╪┐vе╬жa,1060302,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,627563,6352,,0.0,0,╡Lиpл┤┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбC,RPSNMLQJMHMFFAT96CA
лэмK┬э,й╨жa(дgжa+л╪кл),л╠кF┐длэмK┬э?д╜╕Ї208л╤15з╦1~30╕╣,116.93,жэ,,,1060213,дgжa1л╪кл1иожь0,е■,дT╝h,│zд╤нэ,игифеL╡n░Oи╞╢╡,игифеL╡n░Oи╞╢╡,1050520,192.12,3,1,4,ж│,╡L,8560000,44555,,0.0,0,,RPPNMLKMLHMFFET66CA
оr│╗╢m,дgжa,│╗лHмq781~810жa╕╣,16.0,,╢mз°░╧,дA║╪л╪┐vе╬жa,1060314,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,150000,9375,,0.0,0,,RPSNMLRKMHMFFDT47CA
кF┤ф┬э,й╨жa(дgжa+л╪кл),л╠кF┐дкF┤ф┬эй·┬з╕Ї61~90╕╣,140.78,жэ,,,1060216,дgжa1л╪кл1иожь0,е■,дн╝h,│zд╤нэ,жэжv,┐√╡м▓V╛одg║c│y,1050819,354.76,6,2,6,ж│,╡L,16880000,47581,,0.0,0,,RPXNMLTKMHMFFDT18CA
л╠кF╔],дgжa,│╗мhмq361~390жa╕╣,210.04,,д@пы╣A╖~░╧,ец│qе╬жa,1060309,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1281244,6100,,0.0,0,жVмFй▓╛ў├Ўй╙┴╩дзо╫еєбC,RPRNMLKMLHMFFAT56DA
╝щж{┬э,й╨жa(дgжa+л╪кл),л╠кF┐д╝щж{┬экCж{╡є1~30╕╣,139.2,жэ,,,1060307,дgжa3л╪кл1иожь0,е■,дG╝h,│zд╤нэ,жэ░╙е╬,е[▒j┐j│y,0700113,151.6,6,2,3,ж│,╡L,2200000,14512,,0.0,0,,RPVOMLNKMHMFFCT37CA
╕U┼r╢m,й╨жa(дgжa+л╪кл),л╠кF┐д╕U┼r╢mе├▒d╕Ї31~60╕╣,93.11,,╢mз°░╧,дA║╪л╪┐vе╬жa,1060314,дgжa1л╪кл1иожь0,е■,дT╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одg│y,0820607,154.65,4,2,3,ж│,╡L,1800000,11639,,0.0,0,,RPOPMLTKMHMFFCT37CA
╝щж{┬э,й╨жa(дgжa+л╪кл),л╠кF┐д╝щж{┬эдTкL╕Ї121~150╕╣,162.29,жэ,,,1060104,дgжa2л╪кл1иожь0,е■,дG╝h,│zд╤нэ,жэоaе╬,е[▒j┐j│y,0750625,134.34,3,1,2,ж│,╡L,3600000,26798,,0.0,0,,RPPNMLPKMHMFFCT86CA
кF┤ф┬э,дgжa,▓▒о№мq631~660жa╕╣,12.32,жэ,,,1060314,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,205000,16640,,0.0,0,,RPUNMLLMLHMFFDT17CA
╖s╢щ╢m,й╨жa(дgжa+л╪кл),л╠кF┐д╖s╢щ╢mеPжN╕Ї91~120╕╣,119.15,жэ,,,1060227,дgжa2л╪кл1иожь0,е■,дG╝h,│zд╤нэ,жэжv,е[▒j┐j│y,0671120,85.86,3,1,3,ж│,╡L,2200000,25623,,0.0,0,,RPOOMLLMLHMFFDT66CA
╖s╢щ╢m,дgжa,╖sе═мq691~720жa╕╣,1457.67,╣A,,,1060303,дgжa2л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,2129675,1461,,0.0,0,,RPTNMLRJMHMFFDT47CA
лnж{╢m,дgжa,лnж{мq451~480жa╕╣,104.55,░╙,,,1060321,дgжa2л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,2120000,20277,,0.0,0,,RPSNMLLKMHMFFDT86CA
╖s╢щ╢m,дgжa,╖sзQмq991~1020жa╕╣,1148.0,,пSйw╣A╖~░╧,╣Aкке╬жa,1060308,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1951600,1700,,0.0,0,,RPTNMLLKMHMFFDT96CA
╖s╢щ╢m,дgжa,╞QоHмq451~480жa╕╣,86.64,жэ,,,1060306,дgжa3л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1250000,14428,,0.0,0,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбCзt╝Wл╪й╬е╝╡n░Oл╪клбC,RPUNMLKMLHMFFDT07CA
и╬еV╢m,дgжa,┐роaмq541~570жa╕╣,5938.0,,д@пы╣A╖~░╧,╣Aкке╬жa,1060301,дgжa2л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,14080800,2371,,0.0,0,┴`╗∙е]зtжaдW│╜╢єд╬иф╛i┤▐│]мI,RPRNMLRLMHMFFFT87EA
лэмK┬э,дgжa,└sмuдЇмq1~30жa╕╣,332.83,,░ъоaд╜╢щ░╧,,1060306,дgжa5л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1350000,4056,,0.0,0,зt╝Wл╪й╬е╝╡n░Oл╪клбC,RPQNMLTLLHMFFET67DA
лnж{╢m,дgжa,дC╢Їмq1051~1080жa╕╣,217.4,,╢mз°░╧,дA║╪л╪┐vе╬жa,1060307,дgжa4л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1800000,8280,,0.0,0,,RPRNMLOKMHMFFDT17DA
д║оH╢m,дgжa,√ї└Y├Ёмq271~300жa╕╣,4345.0,,д@пы╣A╖~░╧,╣Aкке╬жa,1060317,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,2954600,680,,0.0,0,жVмFй▓╛ў├Ўй╙┴╩дзо╫еєбC,RPPNMLLLMHMFFCT66DA
л╠кF╔],дgжa,кўл░мq871~900жa╕╣,187.72,,д@пы╣A╖~░╧,ец│qе╬жa,1060306,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,2068674,11020,,0.0,0,╖ю╣sжaй╬ж│жXи╓и╧е╬дзецйЎбCжVмFй▓╛ў├Ўй╙┴╩дзо╫еєбC,RPRNMLPLMHMFFAT07DA
кF┤ф┬э,дgжa,дj╝ц╖s╔▄мq121~150жa╕╣,2665.37,,д@пы╣A╖~░╧,╣Aкке╬жa,1060209,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,8460000,3174,,0.0,0,,RPWNMLKMLHMFFDT27CA
кF┤ф┬э,дgжa,├Ўл╥мq1201~1230жa╕╣,585.43,жэ,,,1060223,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,21250000,36298,,0.0,0,,RPWNMLTLLHMFFDT08CA
лnж{╢m,дgжa,ж╠▒[мq1351~1380жa╕╣,279.31,,╢mз°░╧,дA║╪л╪┐vе╬жa,1060317,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1200000,4296,,0.0,0,,RPRNMLLMLHMFFDT86CA
лnж{╢m,дgжa,дC╢Їмq1321~1350жa╕╣,124.87,,д@пы╣A╖~░╧,╣Aкке╬жa,1060313,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,600000,4805,,0.0,0,,RPXNMLLMLHMFFDT47CA
д║оH╢m,й╨жa(дgжa+л╪кл),л╠кF┐дд║оH╢mдд┐│╕Ї54л╤1~30╕╣,97.68,░╙,,,1060224,дgжa1л╪кл1иожь0,е■,дT╝h,│zд╤нэ,жэ░╙е╬,игифеL╡n░Oи╞╢╡,1040813,261.13,6,3,7,ж│,╡L,10000000,38295,,0.0,0,,RPUNMLRKMHMFFCT57CA
кD╝d╢m,дgжa,лOе═мq991~1020жa╕╣,53.56,жэ,,,1060317,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,40000,747,,0.0,0,,RPRNMLTLLHMFFFT77CA
кD╝d╢m,дgжa,╢йдsе_мq571~600жa╕╣,3106.22,,д@пы╣A╖~░╧,╣Aкке╬жa,1060223,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,6230000,2006,,0.0,0,┴`╗∙зtжaдWкл,RPQNMLKMLHMFFFT86CA
кD╝d╢m,дgжa,дHйMмq91~120жa╕╣,397.13,жэ,,,1060215,дgжa2л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,3406725,8578,,0.0,0,ифдд│гелнp╡e╣D╕Їе╬жaдgжa┴`╗∙939225д╕бAиф╛lл╪жa┴`╗∙2467500д╕,RPPNMLLMLHMFFFT86CA
кDдs╢m,дgжa,е[╕Sмq571~600жa╕╣,2073.22,,д@пы╣A╖~░╧,╣Aкке╬жa,1060322,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,2992488,1443,,0.0,0,,RPPNMLSLMHMFFFT57CA
кF┤ф┬э,й╨жa(дgжa+л╪кл),л╠кF┐дкF┤ф┬э╣┼╖sдG╡є31~60╕╣,132.3,жэ,,,1060302,дgжa1л╪кл1иожь0,е■,е|╝h,│zд╤нэ,жэжv,┐√╡м▓V╛одg║c│y,1031204,271.92,5,3,5,ж│,╡L,13500000,49647,,0.0,0,,RPTNMLKLMHMFFDT96CA
иол░╢m,дgжa,е╨ддмq931~960жa╕╣,4488.27,╣A,,,1060315,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,4480000,998,,0.0,0,,RPTNMLQJMHMFFET47CA
дEжp╢m,дgжa,дEжpмq2521~2550жa╕╣,12.0,,,,1060309,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,200000,16667,,0.0,0,╖ю╣sпUдpн▒┐nдgжaжь│Bит╡знл╣║дgжaдд╢ббA╕gд└│╬╢R╜цжXи╓и╧жaз╬дше┐бAж│зQйєп╤з@и╧е╬бC,RPPOMLQJMHMFFAT76CA
к°кv╢m,дgжa,н╗╝цмq661~690жa╕╣,6.63,жэ,,,1060309,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,78000,11765,,0.0,0,,RPQOMLQJMHMFFAT86CA
дEжp╢m,дgжa,дEжpмq2521~2550жa╕╣,8.0,,,,1060309,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,100000,12500,,0.0,0,╖ю╣sдgжaжь│Bит╡знл╣║дgжaдд╢ббA╕gд└│╬╢R╜ц╗Pмs╛FжaжXи╓лси╧жaз╬дше┐бAж│зQйєп╤з@и╧е╬бC,RPROMLQJMHMFFAT96CA
к°кv╢m,дgжa,н╗╝цмq661~690жa╕╣,412.72,жэ,,,1060309,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,4867200,11793,,0.0,0,,RPTOMLQJMHMFFAT17CA
╕Uдж╢m,дgжa,┐│д╞√pмq121~150жa╕╣,1458.0,,пSйw╣A╖~░╧,╣Aкке╬жa,1060213,дgжa2л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1052000,722,,0.0,0,,RPWPMLQJMHMFFAT57CA
╕Uдж╢m,й╨жa(дgжa+л╪кл),л╠кF┐д╕Uдж╢mе[╡o╕Ї1~30╕╣,117.0,,╢mз°░╧,дA║╪л╪┐vе╬жa,1060315,дgжa1л╪кл1иожь0,е■,дG╝h,│zд╤нэ,жэоaе╬,е[▒j┐j│y,0800628,130.0,4,2,2,ж│,╡L,3500000,26923,,0.0,0,,RPVNMLRJMHMFFAT37CA
л╠кF╔],й╨жa(дgжa+л╪кл),л╠кF┐дл╠кFелйMе═╕ЇдGмq361~390╕╣,25.42,жэ,,,1060307,дgжa1л╪кл1иожь0,дT╝h,дC╝h,╡╪╖H(10╝hзtеHдUж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,0870917,139.51,3,2,2,ж│,╡L,2260000,16200,,0.0,0,,RPXNMLRJMHMFFAT57CA
л╠кF╔],й╨жa(дgжa+л╪кл),л╠кF┐дл╠кFел┐│┬╫╕Ї151~180╕╣,22.77,жэ,,,1060301,дgжa5л╪кл1иожь0,д╗╝h,дC╝h,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0810220,124.16,3,2,2,ж│,ж│,2500000,20135,,0.0,0,,RPUPMLQJMHMFFAT37CA
л╠кF╔],й╨жa(дgжa+л╪кл),л╠кF┐дл╠кFел┬╫║a╡є1~30╕╣,85.0,жэ,,,1060315,дgжa1л╪кл1иожь0,д@╝hбAдG╝hбA├M╝╙,дG╝h,й▒н▒(й▒╛Q),жэ░╙е╬,е[▒j┐j│y,0670404,110.5,2,2,2,ж│,╡L,8000000,72398,,0.0,0,,RPVOMLLKMHMFFAT96CA
к°кv╢m,дgжa,╝w║aмq451~480жa╕╣,2684.93,,д@пы╣A╖~░╧,╣Aкке╬жa,1060316,дgжa3л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,3737000,1392,,0.0,0,,RPOOMLMKMHMFFAT98CA
к°кv╢m,дgжa,╝w║aмq421~450жa╕╣,2830.83,,д@пы╣A╖~░╧,╣Aкке╬жa,1060316,дgжa3л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,5183000,1831,,0.0,0,,RPPOMLMKMHMFFAT09CA
л╠кF╔],й╨жa(дgжa+л╪кл),л╠кF┐дл╠кFелкZйў╡є91~120╕╣,21.39,жэ,,,1060225,дgжa1л╪кл1иожь0,дT╝h,дC╝h,╡╪╖H(10╝hзtеHдUж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,0841125,124.21000000000001,3,2,2,ж│,ж│,2600000,20932,,0.0,0,,RPSNMLKMLHMFFAT56CA
╕Uдж╢m,дgжa,╖sкLмq1141~1170жa╕╣,652.0,,пSйw╣A╖~░╧,е╥║╪л╪┐vе╬жa,1060301,дgжa2л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,11439340,17545,,0.0,0,,RPRNMLLMLHMFFAT56CA
л╠кF╔],й╨жa(дgжa+л╪кл),л╠кF┐дл╠кFел┬kдп╕Ї168л╤1~30╕╣,45.0,жэ,,,1060320,дgжa1л╪кл1иожь0,е■,дG╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одgе[▒j┐j│y,,68.76,2,2,1,ж│,╡L,3500000,50902,,0.0,0,,RPSOMLKMLHMFFAT66CA
л╠кF╔],й╨жa(дgжa+л╪кл),л╠кF┐дл╠кFелйMе═╕Їд@мq61~90╕╣,13.62,жэ,,,1060309,дgжa1л╪кл1иожь0,дн╝h,дQдT╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,0900118,116.55000000000001,3,1,2,ж│,ж│,3460000,29687,,0.0,0,,RPTOMLKMLHMFFAT76CA
л╠кF╔],й╨жa(дgжa+л╪кл),л╠кF┐дл╠кFел╝w┬╫╡є91~120╕╣,20.5,жэ,,,1060308,дgжa1л╪кл1иожь0,дC╝h,дC╝h,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0810715,114.79,3,2,2,ж│,ж│,3400000,29619,,0.0,0,,RPOPMLKMLHMFFAT98CA
┼яме╢m,дgжa,┼яз╡мq361~390жa╕╣,69.98,жэ,,,1060321,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,423200,6047,,0.0,0,,RPUNMLKMLHMFFAT76CA
╕Uдж╢m,дgжa,╕Uжwмq391~420жa╕╣,18.0,жэ,,,1060304,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,980000,54444,,0.0,0,,RPTNMLPJMHMFFAT96CA
л╠кF╔],й╨жa(дgжa+л╪кл)+иожь,л╠кF┐дл╠кFел┬╫ж~╡є117л╤31~60╕╣,20.96,жэ,,,1060320,дgжa1л╪кл1иожь1,дT╝h,дC╝h,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0840628,113.77,3,2,2,ж│,╡L,3800000,33401,йY╣D╛ў▒ё,0.0,0,,RPOOMLLMLHMFFAT98CA
л╠кF╔],й╨жa(дgжa+л╪кл),л╠кF┐дл╠кFел▓°╖q╡єд@мq84л╤1~30╕╣,36.9,жэ,,,1060215,дgжa5л╪кл1иожь0,дT╝h,дн╝h,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0720410,115.09,3,2,2,ж│,╡L,2950000,25632,,0.0,0,,RPTOMLLMLHMFFAT86CA
дEжp╢m,дgжa,дE▓Mмq391~420жa╕╣,95.0,,╢mз°░╧,дA║╪л╪┐vе╬жa,1060315,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,200000,2105,,0.0,0,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбC╖ю╣sжaй╬ж│жXи╓и╧е╬дзецйЎбC,RPUOMLLMLHMFFAT96CA
л╠кF╔],дgжa,кўл░мq1~30жa╕╣,97.36,,╢mз°░╧,дA║╪л╪┐vе╬жa,1051230,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1500000,15407,,0.0,0,зt╝Wл╪й╬е╝╡n░Oл╪клбC,RPWNMLTLLHMFFAT77CA
л╠кF╔],й╨жa(дgжa+л╪кл),л╠кF┐дл╠кFелдде┐╕Ї469л╤1~30╕╣,75.0,жэ,,,1060214,дgжa1л╪кл1иожь0,е■,дT╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одg│y,0701231,122.4,4,2,3,ж│,╡L,3600000,29412,,0.0,0,,RPXNMLTLLHMFFAT87CA
